
3997 atoms
1 atom types
-28.0592228577918 28.0592228577918 xlo xhi
-29.7613001363537 29.7613001363537 ylo yhi
-28.6378244085951 28.6378244085951 zlo zhi

Atoms # atomic

1 1 0.0000000000000 -2.4801083446961 -24.3421507473058
2 1 -4.6765371429653 -0.8267027815654 -24.3421507473058
3 1 -2.3382685714827 -4.1335139078269 -24.3421507473058
4 1 -4.6765371429653 -3.3068111262615 -22.9102595268761
5 1 -2.3382685714826 -6.6136222525231 -22.9102595268761
6 1 2.3382685714826 -0.8267027815654 -24.3421507473058
7 1 2.3382685714827 -3.3068111262615 -22.9102595268761
8 1 4.6765371429653 -6.6136222525231 -22.9102595268761
9 1 9.3530742859306 -3.3068111262615 -22.9102595268761
10 1 -9.3530742859306 3.3068111262615 -22.9102595268761
11 1 -0.0000000000000 2.4801083446961 -24.3421507473058
12 1 -2.3382685714827 0.8267027815654 -24.3421507473058
13 1 -4.6765371429653 6.6136222525231 -22.9102595268761
14 1 -2.3382685714826 3.3068111262615 -22.9102595268761
15 1 2.3382685714826 4.1335139078269 -24.3421507473058
16 1 4.6765371429653 0.8267027815654 -24.3421507473058
17 1 2.3382685714827 6.6136222525231 -22.9102595268761
18 1 4.6765371429653 3.3068111262615 -22.9102595268761
19 1 -7.0148057144479 -9.9204333787846 -20.0464770860166
20 1 -7.0148057144479 -12.4005417234807 -18.6145858655868
21 1 -11.6913428574132 -10.7471361603500 -18.6145858655868
22 1 -11.6913428574132 -13.2272445050461 -17.1826946451571
23 1 -9.3530742859306 -11.5738389419153 -20.0464770860166
24 1 0.0000000000000 -9.9204333787846 -20.0464770860166
25 1 0.0000000000000 -12.4005417234807 -21.4783683064463
26 1 0.0000000000000 -12.4005417234807 -18.6145858655868
27 1 -4.6765371429653 -10.7471361603500 -18.6145858655868
28 1 -4.6765371429653 -13.2272445050461 -20.0464770860166
29 1 -4.6765371429653 -15.7073528497422 -18.6145858655868
30 1 -2.3382685714827 -14.0539472866115 -18.6145858655868
31 1 -4.6765371429653 -10.7471361603500 -21.4783683064463
32 1 -4.6765371429653 -13.2272445050461 -17.1826946451571
33 1 -2.3382685714826 -11.5738389419153 -20.0464770860166
34 1 -2.3382685714826 -16.5340556313076 -17.1826946451571
35 1 7.0148057144479 -9.9204333787846 -20.0464770860166
36 1 7.0148057144479 -12.4005417234807 -18.6145858655868
37 1 2.3382685714826 -10.7471361603500 -18.6145858655868
38 1 0.0000000000000 -14.8806500681769 -20.0464770860166
39 1 2.3382685714826 -13.2272445050461 -20.0464770860166
40 1 2.3382685714826 -15.7073528497422 -18.6145858655868
41 1 4.6765371429653 -14.0539472866115 -18.6145858655868
42 1 0.0000000000000 -9.9204333787846 -22.9102595268761
43 1 2.3382685714826 -10.7471361603500 -21.4783683064463
44 1 2.3382685714827 -13.2272445050461 -17.1826946451571
45 1 4.6765371429653 -11.5738389419153 -20.0464770860166
46 1 4.6765371429653 -16.5340556313076 -17.1826946451571
47 1 9.3530742859306 -10.7471361603500 -18.6145858655868
48 1 9.3530742859306 -13.2272445050461 -17.1826946451571
49 1 -14.0296114288959 -7.4403250340884 -18.6145858655868
50 1 -14.0296114288959 -0.0000000000000 -20.0464770860166
51 1 -14.0296114288959 -2.4801083446961 -18.6145858655868
52 1 -16.3678800003785 -6.6136222525231 -17.1826946451571
53 1 -7.0148057144479 -7.4403250340884 -18.6145858655868
54 1 -7.0148057144479 -0.0000000000000 -20.0464770860166
55 1 -7.0148057144479 -2.4801083446961 -21.4783683064463
56 1 -7.0148057144479 -2.4801083446961 -18.6145858655868
57 1 -11.6913428574132 -0.8267027815654 -18.6145858655868
